398,1
3833,0
4836,0
4572,0
636,0
2545,0
1161,0
2230,0
148,1
2530,0
4070,1
1261,1
4682,1
333,0
906,0
3170,1
483,0
2825,0
1778,0
2466,1
159,0
1563,0
402,0
4258,0
4775,1
1095,0
3054,0
4268,1
3711,0
453,0
4085,0
3861,1
4390,0
1902,0
2412,0
1362,1
3777,0
3589,0
3897,0
3411,1
3635,0
2550,0
4643,0
1571,0
608,0
2172,0
675,0
4175,0
376,0
3009,1
3901,0
3740,0
134,0
1654,0
1875,0
4344,0
533,1
4763,0
2219,0
2876,1
2111,0
933,1
2636,0
3048,0
4394,0
464,0
2048,0
2796,0
4523,0
2036,0
381,0
3936,0
862,1
3696,0
567,1
1281,0
1002,0
138,0
3625,0
3222,1
2886,0
308,0
3528,0
304,0
1270,1
817,0
1098,0
1329,1
1965,0
3583,0
3014,0
690,1
4178,0
502,0
291,1
2929,0
2814,0
4214,0
2831,0
1139,0
949,1
1379,1
4787,1
4102,0
891,0
3774,0
3682,0
1526,0
4185,0
1835,1
113,0
4257,0
3594,0
1465,0
1450,0
2513,1
4284,0
3812,0
4371,0
2587,0
2027,0
4315,0
1470,0
4348,0
4544,0
3846,0
214,0
2465,0
4834,0
1351,0
678,1
4863,0
3052,1
939,1
520,1
3650,1
1974,0
4467,0
2154,1
3288,1
2216,0
142,0
3488,0
4130,1
2329,0
1702,0
4120,1
3733,0
3865,0
3443,0
405,0
3655,0
4169,0
4150,1
298,1
735,1
4672,1
2370,0
42,0
4244,1
624,0
4583,0
3595,0
666,1
1793,0
3001,0
4995,0
4612,1
4445,0
1109,0
2247,1
4248,0
4137,0
562,0
2452,0
2707,1
3830,0
2782,0
4170,1
1680,0
1122,0
49,0
1091,0
137,1
3098,0
302,1
3362,0
12,1
4540,0
2631,0
4098,0
4694,0
130,0
1141,1
30,0
2776,1
4506,0
1803,0
4363,0
977,0
871,1
3794,0
3270,0
202,1
2038,1
575,0
4030,0
2445,0
3801,0
1511,0
3554,0
2951,1
2864,0
3881,1
704,1
4463,0
125,0
3580,0
2378,0
154,0
4837,0
3380,1
2030,0
3464,0
601,0
1237,0
3348,0
98,1
3993,0
1490,0
3577,0
39,0
3416,0
1741,0
4872,1
348,0
2531,1
72,0
867,0
812,0
4345,0
3664,0
4323,0
1185,0
4843,0
3201,1
3507,0
1670,0
4468,1
1343,0
491,0
495,0
2091,0
3779,0
3239,0
3575,0
3539,0
2816,0
4847,0
2616,0
3606,0
4171,1
1658,0
1772,0
4580,0
1852,0
499,0
1544,0
4452,0
849,0
2807,0
2686,1
4328,0
2640,0
3634,1
2118,1
716,1
158,0
4166,0
1005,0
124,0
4204,0
4121,0
3177,1
2232,0
2939,1
530,0
776,1
4391,1
2239,0
3453,0
2815,0
3217,0
918,0
1328,0
446,0
4953,0
1377,0
3899,0
1259,0
4844,0
3743,0
842,0
3866,0
3731,0
241,0
2839,0
2985,0
4979,0
771,0
3824,0
3876,0
1011,0
843,0
4700,0
1545,0
192,0
3735,0
2872,0
1338,0
3343,1
2517,1
3689,0
3354,0
380,0
29,0
4243,0
3672,0
3771,0
1051,0
534,0
1267,1
3274,0
4533,0
3503,0
4510,1
2947,0
1116,0
1969,0
4283,0
3307,1
4617,0
3923,0
4522,1
2658,1
1115,0
3892,0
2731,0
1949,1
4529,0
4961,0
3970,1
1765,0
347,0
4613,0
3188,0
2590,1
3845,0
4441,0
1419,0
1800,0
1399,1
1705,0
661,1
1977,1
4982,0
4379,1
4594,0
1428,0
4727,0
4932,1
1620,1
3859,0
2417,0
942,0
4610,0
3152,0
2087,0
2166,0
3089,1
489,1
4963,1
1839,0
4602,0
4581,0
3317,0
2519,0
4074,0
1114,0
2744,0
349,1
4287,0
1991,0
3342,0
3141,1
1012,1
352,1
896,0
799,1
2455,0
4474,0
2788,0
1957,0
2473,0
639,0
1487,0
3161,1
2812,0
2592,1
3566,0
1082,1
4256,0
2383,0
531,0
541,0
4902,0
825,0
3088,0
4413,0
1738,1
2701,0
314,0
4830,0
2848,0
2214,0
1387,0
2201,0
2630,1
3326,0
1366,1
2049,0
394,0
4667,0
3315,1
2315,1
2311,1
2849,0
3233,0
1367,0
1246,0
3608,0
4429,0
2177,0
4398,0
4173,0
4954,0
1934,0
4409,1
2070,0
727,0
2379,0
2075,0
3199,0
3864,0
487,0
4624,0
780,1
3891,0
3341,0
3563,0
3228,0
218,0
4912,1
44,0
683,0
311,0
3438,1
2840,0
2182,0
3425,0
31,0
1418,0
1749,0
1108,0
3839,0
1567,0
4590,0
1022,0
2263,0
452,1
4899,0
2611,1
282,1
651,0
4046,0
1326,0
1176,0
2500,0
582,0
2875,0
2982,0
4213,0
4596,1
1393,1
3390,0
1928,0
4366,1
3550,1
2189,0
3480,0
3871,1
4299,1
4719,1
3195,0
1922,1
1075,0
751,0
463,0
4076,1
725,0
4785,0
2108,0
2164,1
3961,0
2752,0
245,0
1085,0
4731,0
4156,1
2942,0
3103,0
2769,1
4304,1
2838,1
4225,0
4347,0
2626,0
1712,1
599,0
1014,1
3699,0
500,0
1480,0
3247,1
4711,0
3631,0
578,0
2131,0
4928,0
2523,0
3320,1
873,1
556,1
2457,0
2779,1
2667,0
1065,1
470,1
3959,1
2879,0
3889,0
2217,1
1330,0
34,0
4134,0
3196,0
4952,0
